TIME,price,volume
2014-01-01 09:10:53.424,99.96179,787
2014-01-01 09:10:57.256,99.94578,313
2014-01-01 09:11:00.974,99.95469,391
2014-01-01 09:11:09.479,99.95956,1212
2014-01-01 09:11:09.597,99.96064,856
2014-01-01 09:11:18.717,99.93812,756
2014-01-01 09:11:21.781,99.92799,702
2014-01-01 09:11:30.466,99.94869,324
2014-01-01 09:11:32.191,99.94936,1528
2014-01-01 09:11:36.435,99.94395,2894
2014-01-01 09:11:41.614,99.9449,1621
2014-01-01 09:12:00.319,99.9456,468
2014-01-01 09:12:01.172,99.94344,912
2014-01-01 09:12:02.151,99.94762,1439
2014-01-01 09:12:04.598,99.95083,4877
2014-01-01 09:12:13.712,99.95053,82
2014-01-01 09:12:18.110,99.96082,1324
2014-01-01 09:12:26.149,99.96264,255
2014-01-01 09:12:39.727,99.91988,821
2014-01-01 09:12:48.722,99.93886,13
2014-01-01 09:13:24.324,99.90606,657
2014-01-01 09:13:41.386,99.8938,1329
2014-01-01 09:13:50.325,99.87193,1187
2014-01-01 09:13:53.394,99.8693,2590
2014-01-01 09:13:54.178,99.88031,670
2014-01-01 09:14:10.589,99.90298,2242
2014-01-01 09:14:14.822,99.90357,2898
2014-01-01 09:14:26.682,99.92025,393
2014-01-01 09:14:51.745,99.92338,2385
2014-01-01 09:15:02.806,99.93213,3754
2014-01-01 09:15:13.133,99.94761,1289
2014-01-01 09:15:14.561,99.94363,1157
2014-01-01 09:15:20.215,99.93193,616
2014-01-01 09:15:46.963,99.94238,152
2014-01-01 09:15:58.987,99.92393,1276
2014-01-01 09:16:02.853,99.90687,425
2014-01-01 09:16:03.724,99.90652,976
2014-01-01 09:16:22.031,99.89308,334
2014-01-01 09:16:28.962,99.91092,95
2014-01-01 09:16:32.218,99.92461,517
2014-01-01 09:16:41.408,99.95248,922
2014-01-01 09:16:51.744,99.94556,301
2014-01-01 09:17:19.764,99.91659,869
2014-01-01 09:17:25.507,99.9017,910
2014-01-01 09:17:41.159,99.91547,1471
2014-01-01 09:17:46.699,99.89114,825
2014-01-01 09:18:12.168,99.89617,40
2014-01-01 09:18:27.041,99.88663,19
2014-01-01 09:18:29.453,99.87246,337
2014-01-01 09:18:36.410,99.88507,2917
2014-01-01 09:18:40.073,99.87765,2006
2014-01-01 09:18:58.081,99.85991,559
2014-01-01 09:19:04.084,99.87353,66
2014-01-01 09:19:11.594,99.88694,829
2014-01-01 09:19:57.871,99.8887,662
2014-01-01 09:20:19.606,99.88701,1354
2014-01-01 09:20:41.292,99.89151,746
2014-01-01 09:20:51.705,99.89319,652
2014-01-01 09:20:58.629,99.88899,89
2014-01-01 09:21:05.558,99.87006,1497
2014-01-01 09:21:05.755,99.87177,248
2014-01-01 09:21:10.946,99.8733,1299
2014-01-01 09:21:24.039,99.88936,1893
2014-01-01 09:21:32.265,99.90603,289
2014-01-01 09:21:33.249,99.90546,755
2014-01-01 09:21:40.977,99.93062,1180
2014-01-01 09:21:59.940,99.93737,1457
2014-01-01 09:22:00.525,99.93659,2144
2014-01-01 09:22:56.841,99.97019,1697
2014-01-01 09:22:57.962,99.9618,139
2014-01-01 09:23:19.418,99.99961,135
2014-01-01 09:23:27.696,99.99764,636
2014-01-01 09:23:30.236,99.99423,1965
2014-01-01 09:23:31.407,99.99002,1237
2014-01-01 09:23:39.379,100.0116,412
2014-01-01 09:24:03.884,99.98286,3161
2014-01-01 09:24:12.135,99.98243,2339
2014-01-01 09:24:16.680,99.97597,1999
2014-01-01 09:24:32.266,99.95279,1915
2014-01-01 09:24:34.315,99.95876,84
2014-01-01 09:24:47.842,99.9892,2113
2014-01-01 09:24:53.546,99.97907,1939
2014-01-01 09:24:59.570,99.97682,1405
2014-01-01 09:25:00.177,99.97234,493
2014-01-01 09:25:11.646,99.95997,1164
2014-01-01 09:25:19.423,99.95475,1200
2014-01-01 09:25:27.273,99.96472,2826
2014-01-01 09:25:30.336,99.97198,101
2014-01-01 09:25:30.340,99.97184,1764
2014-01-01 09:25:33.187,99.96,2333
2014-01-01 09:25:47.003,99.94242,1274
2014-01-01 09:25:52.449,99.92935,133
2014-01-01 09:26:00.620,99.92373,312
2014-01-01 09:26:03.123,99.92292,61
2014-01-01 09:26:42.857,99.96307,824
2014-01-01 09:26:52.737,99.94566,171
2014-01-01 09:27:27.970,99.90264,4424
2014-01-01 09:27:31.558,99.90111,1231
2014-01-01 09:27:35.876,99.90166,42
2014-01-01 09:28:07.155,99.89352,1106
2014-01-01 09:28:08.196,99.89296,34
2014-01-01 09:28:10.416,99.8938,309
2014-01-01 09:28:25.690,99.89197,128
2014-01-01 09:28:28.127,99.88861,1677
2014-01-01 09:28:53.741,99.89487,356
2014-01-01 09:29:02.296,99.88543,936
2014-01-01 09:29:16.249,99.89451,1500
2014-01-01 09:29:19.502,99.90308,1986
2014-01-01 09:29:38.430,99.89864,307
2014-01-01 09:29:50.993,99.8559,1722
2014-01-01 09:29:55.342,99.85838,253
2014-01-01 09:29:57.763,99.84942,517
2014-01-01 09:30:21.741,99.86049,602
2014-01-01 09:30:28.145,99.85048,1610
2014-01-01 09:30:34.900,99.82647,1687
2014-01-01 09:30:36.275,99.8372,172
2014-01-01 09:30:40.537,99.82748,1585
2014-01-01 09:30:41.461,99.82148,787
2014-01-01 09:30:41.658,99.8239,2783
2014-01-01 09:30:52.972,99.82843,357
2014-01-01 09:31:02.641,99.84926,1423
2014-01-01 09:31:03.042,99.8542,466
2014-01-01 09:31:11.550,99.87495,1865
2014-01-01 09:31:15.939,99.8619,836
2014-01-01 09:31:21.247,99.84178,1116
2014-01-01 09:32:06.456,99.80195,270
2014-01-01 09:32:25.007,99.78486,2150
2014-01-01 09:32:27.508,99.78646,445
2014-01-01 09:32:37.063,99.77958,1367
2014-01-01 09:32:57.617,99.82938,1013
2014-01-01 09:32:58.381,99.82928,1132
2014-01-01 09:33:07.140,99.82179,1496
2014-01-01 09:33:12.673,99.81478,414
2014-01-01 09:33:15.761,99.81794,507
2014-01-01 09:33:17.770,99.81635,712
2014-01-01 09:33:32.814,99.83152,1151
2014-01-01 09:33:32.903,99.83422,3785
2014-01-01 09:33:38.141,99.81451,1380
2014-01-01 09:33:39.121,99.81637,429
2014-01-01 09:33:54.516,99.82846,1705
2014-01-01 09:34:20.278,99.86051,1916
2014-01-01 09:34:25.199,99.8496,188
2014-01-01 09:34:54.188,99.86181,764
2014-01-01 09:34:55.192,99.86489,1139
2014-01-01 09:34:56.745,99.87688,1380
2014-01-01 09:34:58.655,99.87468,3089
2014-01-01 09:35:20.777,99.84355,631
2014-01-01 09:35:22.696,99.85073,242
2014-01-01 09:35:26.821,99.84314,197
2014-01-01 09:35:59.026,99.85139,288
2014-01-01 09:36:31.821,99.84821,306
2014-01-01 09:36:32.137,99.8475,109
2014-01-01 09:36:43.651,99.86393,92
2014-01-01 09:36:47.186,99.86382,1966
2014-01-01 09:36:47.707,99.8652,96
2014-01-01 09:36:58.053,99.83656,140
2014-01-01 09:36:58.430,99.83436,163
2014-01-01 09:37:11.003,99.83991,1118
2014-01-01 09:37:11.539,99.8372,30
2014-01-01 09:37:17.953,99.83385,442
2014-01-01 09:37:23.763,99.80907,1280
2014-01-01 09:37:25.156,99.81247,2289
2014-01-01 09:37:36.355,99.80841,552
2014-01-01 09:37:38.340,99.80328,173
2014-01-01 09:37:57.986,99.81479,1073
2014-01-01 09:38:16.343,99.8157,4027
2014-01-01 09:38:28.763,99.85678,424
2014-01-01 09:38:34.270,99.84982,1774
2014-01-01 09:38:35.455,99.86494,89
2014-01-01 09:38:49.000,99.85077,351
2014-01-01 09:38:52.819,99.85748,1117
2014-01-01 09:38:54.222,99.8563,133
2014-01-01 09:38:55.851,99.84944,2170
2014-01-01 09:39:01.719,99.85272,1277
2014-01-01 09:39:26.262,99.81443,307
2014-01-01 09:39:30.585,99.81205,484
2014-01-01 09:39:30.817,99.81297,1062
2014-01-01 09:39:36.738,99.82093,324
2014-01-01 09:39:39.941,99.8276,547
2014-01-01 09:39:49.014,99.81604,1787
2014-01-01 09:39:55.250,99.8093,1245
2014-01-01 09:39:56.559,99.814,1946
2014-01-01 09:40:00.593,99.80839,2047
2014-01-01 09:40:00.960,99.80342,582
2014-01-01 09:40:10.466,99.81421,1170
2014-01-01 09:40:27.228,99.779,3451
2014-01-01 09:40:32.298,99.76865,1152
2014-01-01 09:40:32.739,99.76535,91
2014-01-01 09:40:37.393,99.77598,2412
2014-01-01 09:40:40.783,99.76362,329
2014-01-01 09:40:50.724,99.73274,3357
2014-01-01 09:41:00.492,99.74279,2568
2014-01-01 09:41:01.408,99.73473,1444
2014-01-01 09:41:16.563,99.73996,982
2014-01-01 09:41:23.573,99.75343,1984
2014-01-01 09:41:38.713,99.79638,2611
2014-01-01 09:41:44.937,99.79581,40
2014-01-01 09:41:55.468,99.78116,3778
2014-01-01 09:42:03.920,99.79542,28
2014-01-01 09:42:04.187,99.7974,500
2014-01-01 09:42:10.062,99.79517,234
2014-01-01 09:42:14.781,99.81413,1990
2014-01-01 09:42:25.096,99.83208,258
2014-01-01 09:42:25.571,99.83805,259
2014-01-01 09:42:46.173,99.83466,216
2014-01-01 09:42:48.126,99.83672,299
2014-01-01 09:42:52.885,99.83928,436
2014-01-01 09:42:53.049,99.84046,1542
2014-01-01 09:42:55.755,99.84153,820
2014-01-01 09:43:05.010,99.83605,1679
2014-01-01 09:43:38.319,99.86232,666
2014-01-01 09:43:46.659,99.86444,751
2014-01-01 09:44:02.791,99.85876,2715
2014-01-01 09:44:04.982,99.85854,2152
2014-01-01 09:44:14.612,99.86498,355
2014-01-01 09:44:20.955,99.86916,244
2014-01-01 09:44:47.133,99.89977,800
2014-01-01 09:44:52.079,99.89702,919
2014-01-01 09:44:56.409,99.90421,139
2014-01-01 09:45:11.029,99.95632,749
2014-01-01 09:45:17.539,99.95324,1024
2014-01-01 09:45:25.919,99.95624,1367
2014-01-01 09:46:03.863,99.94858,885
2014-01-01 09:46:05.132,99.94999,366
2014-01-01 09:46:07.797,99.95522,28
2014-01-01 09:46:12.653,99.93227,547
2014-01-01 09:46:29.054,99.9161,273
2014-01-01 09:46:43.040,99.93248,1371
2014-01-01 09:46:56.347,99.94611,2451
2014-01-01 09:47:21.378,99.93304,488
2014-01-01 09:47:32.357,99.94602,1447
2014-01-01 09:47:48.439,99.93244,801
2014-01-01 09:47:50.094,99.94287,34
2014-01-01 09:47:53.180,99.94944,156
2014-01-01 09:48:00.190,99.91742,205
2014-01-01 09:48:00.834,99.91365,650
2014-01-01 09:48:04.131,99.92044,213
2014-01-01 09:48:04.672,99.92322,1394
2014-01-01 09:48:07.970,99.92509,885
2014-01-01 09:49:06.783,99.91885,605
2014-01-01 09:49:32.775,99.95816,211
2014-01-01 09:49:36.312,99.94849,2904
2014-01-01 09:49:44.411,99.96116,550
2014-01-01 09:49:45.788,99.95699,3306
2014-01-01 09:49:51.917,99.96146,2499
2014-01-01 09:50:18.165,99.96995,1639
2014-01-01 09:50:38.781,99.98077,569
2014-01-01 09:50:44.582,99.9652,535
2014-01-01 09:50:57.626,99.97034,59
2014-01-01 09:51:07.623,99.96124,83
2014-01-01 09:51:16.606,99.96583,183
2014-01-01 09:51:18.393,99.9645,996
2014-01-01 09:51:20.353,99.96554,746
2014-01-01 09:51:20.743,99.96091,1015
2014-01-01 09:51:56.118,99.9538,3380
2014-01-01 09:51:56.861,99.95783,694
2014-01-01 09:52:04.484,99.95362,1309
2014-01-01 09:52:08.410,99.96329,294
2014-01-01 09:52:10.226,99.96231,1373
2014-01-01 09:52:11.891,99.95714,1821
2014-01-01 09:52:21.477,99.94685,581
2014-01-01 09:52:26.494,99.94298,2003
2014-01-01 09:52:33.647,99.97013,1453
2014-01-01 09:52:35.086,99.97225,597
2014-01-01 09:52:41.222,99.97851,3941
2014-01-01 09:52:41.622,99.97263,319
2014-01-01 09:53:20.917,99.95092,747
2014-01-01 09:53:42.572,99.95079,2953
2014-01-01 09:53:46.010,99.95281,1033
2014-01-01 09:53:49.327,99.98256,481
2014-01-01 09:53:55.421,99.97101,396
2014-01-01 09:54:02.303,99.96383,944
2014-01-01 09:54:54.358,99.97523,1544
2014-01-01 09:55:05.885,99.93733,789
2014-01-01 09:55:15.861,99.92487,880
2014-01-01 09:55:18.617,99.92524,1157
2014-01-01 09:55:29.907,99.9491,2705
2014-01-01 09:55:37.765,99.92849,2254
2014-01-01 09:55:43.551,99.90463,1898
2014-01-01 09:55:48.555,99.87294,233
2014-01-01 09:56:11.843,99.88438,1940
2014-01-01 09:56:28.368,99.88902,3137
2014-01-01 09:56:30.962,99.87369,840
2014-01-01 09:56:31.685,99.87129,694
2014-01-01 09:56:51.670,99.85579,450
2014-01-01 09:57:01.316,99.89318,482
2014-01-01 09:57:04.713,99.89798,113
2014-01-01 09:57:07.773,99.90032,4941
2014-01-01 09:57:14.821,99.91106,220
2014-01-01 09:57:14.942,99.90939,141
2014-01-01 09:57:23.756,99.91748,1546
2014-01-01 09:57:26.826,99.91903,657
2014-01-01 09:57:33.701,99.93227,1152
2014-01-01 09:57:37.783,99.93213,4072
2014-01-01 09:58:12.072,99.91984,1463
2014-01-01 09:58:19.847,99.92129,2553
2014-01-01 09:58:25.711,99.90251,1590
2014-01-01 09:59:14.387,99.88553,308
2014-01-01 09:59:32.455,99.87137,6051
2014-01-01 09:59:37.122,99.84759,769
2014-01-01 09:59:39.409,99.84148,2742
2014-01-01 09:59:39.723,99.84308,2598
2014-01-01 09:59:40.394,99.84294,491
2014-01-01 09:59:44.526,99.84836,1681
2014-01-01 09:59:51.498,99.84533,10
2014-01-01 09:59:57.523,99.83215,1498
2014-01-01 10:00:03.882,99.80861,503
2014-01-01 10:00:15.015,99.80114,867
2014-01-01 10:00:20.072,99.80179,464
2014-01-01 10:00:29.698,99.80674,3661
2014-01-01 10:01:00.211,99.82971,56
2014-01-01 10:01:04.469,99.84578,232
2014-01-01 10:01:22.009,99.80605,2534
2014-01-01 10:01:25.554,99.80842,4887
2014-01-01 10:01:32.534,99.82108,171
2014-01-01 10:01:36.910,99.82391,2528
2014-01-01 10:01:44.333,99.8018,3756
2014-01-01 10:02:10.763,99.78729,714
2014-01-01 10:02:11.245,99.78995,1179
2014-01-01 10:02:14.617,99.81111,1174
2014-01-01 10:02:22.466,99.79132,905
2014-01-01 10:02:27.943,99.79429,2007
2014-01-01 10:02:31.073,99.80574,1222
2014-01-01 10:02:33.366,99.8014,651
2014-01-01 10:02:36.516,99.79869,649
2014-01-01 10:02:39.162,99.79405,1670
2014-01-01 10:02:48.938,99.81998,1528
2014-01-01 10:03:00.797,99.82865,3223
2014-01-01 10:03:05.596,99.83316,3845
2014-01-01 10:03:07.866,99.8278,2340
2014-01-01 10:03:16.092,99.83075,20
2014-01-01 10:03:20.382,99.81746,1546
2014-01-01 10:03:38.846,99.82669,420
2014-01-01 10:03:54.143,99.80623,134
2014-01-01 10:04:08.208,99.81326,1521
2014-01-01 10:04:19.333,99.80576,701
2014-01-01 10:04:57.014,99.84394,13
2014-01-01 10:05:02.560,99.87563,805
2014-01-01 10:05:03.913,99.86771,781
2014-01-01 10:05:46.204,99.87782,580
2014-01-01 10:05:48.692,99.8761,831
2014-01-01 10:05:58.879,99.88447,1005
2014-01-01 10:06:11.357,99.8761,910
2014-01-01 10:06:22.403,99.88011,1397
2014-01-01 10:06:28.969,99.8779,1320
2014-01-01 10:06:33.849,99.87362,759
2014-01-01 10:06:40.503,99.88839,1044
2014-01-01 10:06:42.185,99.88378,195
2014-01-01 10:06:47.188,99.89536,371
2014-01-01 10:06:49.748,99.88246,143
2014-01-01 10:06:50.981,99.88076,2046
2014-01-01 10:07:26.441,99.88771,18
2014-01-01 10:07:26.609,99.89052,444
2014-01-01 10:07:31.046,99.88126,628
2014-01-01 10:07:36.548,99.86423,2873
2014-01-01 10:07:46.184,99.87576,2741
2014-01-01 10:07:46.942,99.87327,3035
2014-01-01 10:07:52.822,99.89242,230
2014-01-01 10:07:52.875,99.89303,1218
2014-01-01 10:07:55.100,99.90043,1424
2014-01-01 10:08:10.205,99.90789,2028
2014-01-01 10:08:17.500,99.89904,1135
2014-01-01 10:08:25.997,99.89092,3085
2014-01-01 10:08:27.637,99.89564,367
2014-01-01 10:08:32.204,99.91214,286
2014-01-01 10:08:38.181,99.90073,796
2014-01-01 10:08:40.981,99.89881,1096
2014-01-01 10:08:45.620,99.89314,1708
2014-01-01 10:08:49.215,99.90095,116
2014-01-01 10:08:53.922,99.91212,563
2014-01-01 10:08:54.554,99.90925,165
2014-01-01 10:09:09.140,99.9054,294
2014-01-01 10:09:16.899,99.91223,366
2014-01-01 10:09:19.954,99.91342,2390
2014-01-01 10:09:39.528,99.94643,1215
2014-01-01 10:09:54.888,99.91985,3125
2014-01-01 10:10:13.414,99.93695,1427
2014-01-01 10:10:13.589,99.93434,734
2014-01-01 10:10:16.363,99.9197,616
2014-01-01 10:10:20.688,99.91817,808
2014-01-01 10:10:25.824,99.89864,143
2014-01-01 10:10:28.857,99.90016,696
2014-01-01 10:10:32.332,99.89694,1032
2014-01-01 10:10:38.580,99.88938,2505
2014-01-01 10:10:52.876,99.90221,1576
2014-01-01 10:10:54.407,99.89406,220
2014-01-01 10:10:56.891,99.88831,5981
2014-01-01 10:10:59.099,99.90285,3460
2014-01-01 10:10:59.301,99.90103,269
2014-01-01 10:11:02.655,99.9123,1858
2014-01-01 10:11:20.887,99.90697,2410
2014-01-01 10:11:34.584,99.88927,1595
2014-01-01 10:11:56.318,99.9039,132
2014-01-01 10:12:10.207,99.89159,1537
2014-01-01 10:12:14.456,99.89928,3011
2014-01-01 10:12:19.722,99.88395,738
2014-01-01 10:12:34.287,99.85151,862
2014-01-01 10:12:51.499,99.86084,685
2014-01-01 10:12:58.576,99.86479,704
2014-01-01 10:12:59.034,99.86562,5001
2014-01-01 10:13:03.469,99.86636,2669
2014-01-01 10:13:14.512,99.885,1040
2014-01-01 10:13:18.574,99.8814,1375
2014-01-01 10:13:31.347,99.85556,519
2014-01-01 10:13:42.546,99.84159,170
2014-01-01 10:13:43.448,99.84083,2618
2014-01-01 10:14:08.263,99.83977,105
2014-01-01 10:14:11.123,99.84483,298
2014-01-01 10:14:13.995,99.85561,1670
2014-01-01 10:14:17.317,99.86327,2295
2014-01-01 10:14:18.465,99.85538,834
2014-01-01 10:14:27.847,99.86957,4656
2014-01-01 10:14:36.929,99.85699,946
2014-01-01 10:14:43.887,99.83715,1910
2014-01-01 10:15:08.326,99.82182,350
2014-01-01 10:15:24.054,99.79953,165
2014-01-01 10:15:34.953,99.8222,1628
2014-01-01 10:15:43.534,99.82543,1849
2014-01-01 10:15:47.935,99.82826,3088
2014-01-01 10:15:54.655,99.82607,704
2014-01-01 10:16:01.351,99.83009,2220
2014-01-01 10:16:01.493,99.82924,1483
2014-01-01 10:16:30.176,99.83235,1194
2014-01-01 10:16:32.496,99.82602,784
2014-01-01 10:16:38.292,99.8231,751
2014-01-01 10:16:48.314,99.86655,618
2014-01-01 10:16:51.607,99.86701,1209
2014-01-01 10:16:59.011,99.84795,140
2014-01-01 10:17:23.165,99.86331,179
2014-01-01 10:17:51.243,99.83976,1878
2014-01-01 10:17:51.311,99.84308,227
2014-01-01 10:17:54.428,99.83732,3017
2014-01-01 10:17:56.291,99.83858,90
2014-01-01 10:18:05.415,99.853,17
2014-01-01 10:18:05.481,99.85222,549
2014-01-01 10:18:06.114,99.84493,223
2014-01-01 10:18:13.061,99.83611,876
2014-01-01 10:18:26.020,99.83397,1258
2014-01-01 10:18:26.680,99.83361,281
2014-01-01 10:18:31.433,99.81716,432
2014-01-01 10:18:38.894,99.81274,846
2014-01-01 10:18:43.575,99.7984,59
2014-01-01 10:18:43.699,99.79809,1708
2014-01-01 10:18:44.329,99.79973,693
2014-01-01 10:18:48.682,99.79822,166
2014-01-01 10:18:50.009,99.78696,2915
2014-01-01 10:19:06.351,99.7841,1952
2014-01-01 10:19:26.111,99.78633,254
2014-01-01 10:19:35.360,99.7872,2119
2014-01-01 10:19:54.292,99.81384,1339
2014-01-01 10:20:07.115,99.80085,26
2014-01-01 10:20:09.074,99.80655,2504
2014-01-01 10:20:18.266,99.79583,62
2014-01-01 10:20:25.930,99.78326,820
2014-01-01 10:20:31.876,99.79008,1473
2014-01-01 10:20:46.656,99.75868,1413
2014-01-01 10:21:02.319,99.73237,261
2014-01-01 10:21:12.488,99.73561,678
2014-01-01 10:21:27.747,99.70013,761
2014-01-01 10:21:41.382,99.6978,558
2014-01-01 10:21:55.199,99.66446,664
2014-01-01 10:22:13.043,99.67981,698
2014-01-01 10:22:20.980,99.67079,2241
2014-01-01 10:22:23.501,99.66061,1000
2014-01-01 10:22:24.860,99.65944,648
2014-01-01 10:22:29.109,99.63923,833
2014-01-01 10:22:31.173,99.63426,2949
2014-01-01 10:22:52.286,99.66975,420
2014-01-01 10:23:06.763,99.65956,199
2014-01-01 10:23:13.557,99.66352,1104
2014-01-01 10:23:27.240,99.6961,86
2014-01-01 10:23:28.960,99.69188,3238
2014-01-01 10:23:31.335,99.69658,169
2014-01-01 10:23:33.053,99.69413,1027
2014-01-01 10:23:33.216,99.69509,2014
2014-01-01 10:23:52.176,99.68951,504
2014-01-01 10:23:52.815,99.68881,339
2014-01-01 10:24:05.768,99.68282,343
2014-01-01 10:24:18.526,99.67953,179
2014-01-01 10:24:29.494,99.69777,107
2014-01-01 10:24:38.348,99.68447,1966
2014-01-01 10:24:39.773,99.68803,1729
2014-01-01 10:24:51.181,99.7021,798
2014-01-01 10:24:55.979,99.71272,1217
2014-01-01 10:24:57.268,99.71835,1160
2014-01-01 10:25:00.632,99.72112,2043
2014-01-01 10:25:13.201,99.71251,660
2014-01-01 10:25:17.772,99.73042,3777
2014-01-01 10:25:18.999,99.7371,844
2014-01-01 10:25:24.589,99.74826,347
2014-01-01 10:25:36.915,99.76434,328
2014-01-01 10:25:52.107,99.76178,5407
2014-01-01 10:25:54.346,99.74819,297
2014-01-01 10:25:57.621,99.7517,3726
2014-01-01 10:26:12.009,99.78047,2467
2014-01-01 10:26:13.492,99.77659,1685
2014-01-01 10:26:15.079,99.78974,2308
2014-01-01 10:26:24.912,99.78745,1246
2014-01-01 10:26:34.551,99.76608,1380
2014-01-01 10:26:36.001,99.77168,455
2014-01-01 10:26:38.143,99.77226,100
2014-01-01 10:26:40.311,99.77754,554
2014-01-01 10:26:44.277,99.78669,78
2014-01-01 10:26:46.515,99.79348,95
2014-01-01 10:26:56.514,99.8136,2214
2014-01-01 10:27:04.444,99.79868,64
2014-01-01 10:27:07.514,99.79855,665
2014-01-01 10:27:08.044,99.7995,1310
2014-01-01 10:27:12.301,99.8016,318
2014-01-01 10:27:13.022,99.80456,2414
2014-01-01 10:27:32.378,99.79668,3198
2014-01-01 10:27:33.619,99.79538,937
2014-01-01 10:27:33.855,99.79306,283
2014-01-01 10:27:49.866,99.77923,874
2014-01-01 10:28:11.087,99.80447,2503
2014-01-01 10:28:27.519,99.82282,2188
2014-01-01 10:28:33.820,99.81636,894
2014-01-01 10:28:35.010,99.80771,922
2014-01-01 10:28:35.126,99.81114,833
2014-01-01 10:28:38.155,99.82047,347
2014-01-01 10:28:40.673,99.8305,1461
2014-01-01 10:28:48.488,99.82369,1921
2014-01-01 10:29:30.646,99.71345,258
2014-01-01 10:29:33.579,99.724,771
2014-01-01 10:29:37.275,99.73003,873
2014-01-01 10:29:40.277,99.72377,51
2014-01-01 10:29:41.528,99.72363,971
2014-01-01 10:29:51.917,99.72337,44
2014-01-01 10:29:52.429,99.72543,526
2014-01-01 10:29:52.551,99.725,2457
2014-01-01 10:30:03.194,99.72903,459
2014-01-01 10:30:04.976,99.71766,537
2014-01-01 10:30:06.747,99.71425,488
2014-01-01 10:30:10.849,99.70645,802
2014-01-01 10:30:12.557,99.70301,2246
2014-01-01 10:30:22.047,99.66131,709
2014-01-01 10:30:31.854,99.64598,164
2014-01-01 10:30:36.189,99.63961,808
2014-01-01 10:30:42.003,99.64151,194
2014-01-01 10:30:49.184,99.62209,863
2014-01-01 10:31:04.969,99.61371,939
2014-01-01 10:31:08.781,99.61559,1293
2014-01-01 10:31:16.431,99.62175,1257
2014-01-01 10:31:19.842,99.62339,1708
2014-01-01 10:31:33.692,99.57487,1672
2014-01-01 10:31:42.747,99.54515,3976
2014-01-01 10:31:50.272,99.54283,1823
2014-01-01 10:31:50.494,99.53969,2786
2014-01-01 10:32:00.282,99.52417,2246
2014-01-01 10:32:01.014,99.52857,873
2014-01-01 10:32:12.322,99.53277,242
2014-01-01 10:32:34.001,99.55153,340
2014-01-01 10:32:35.701,99.55019,877
2014-01-01 10:32:39.068,99.54605,59
2014-01-01 10:33:01.614,99.5723,3263
2014-01-01 10:33:22.569,99.55559,1525
